POLYGON ((-179.9999 -89.9999,-179.9999 -0.0,0 0,-0.0 -89.9999,-179.9999 -89.9999))
POLYGON ((-2.636717285156249 53.701112207031244,-2.636717285156249 53.745057470703124,-2.548826708984374 53.745057470703124,-2.548826708984374 53.701112207031244,-2.636717285156249 53.701112207031244))
POLYGON ((-2.548826708984374 53.701112207031244,-2.548826708984374 53.745057470703124,-2.460936132812499 53.745057470703124,-2.460936132812499 53.701112207031244,-2.548826708984374 53.701112207031244))
POLYGON ((-2.636717285156249 53.745057470703124,-2.636717285156249 53.789002734374996,-2.548826708984374 53.789002734374996,-2.548826708984374 53.745057470703124,-2.636717285156249 53.745057470703124))
POLYGON ((-2.548826708984374 53.745057470703124,-2.548826708984374 53.789002734374996,-2.460936132812499 53.789002734374996,-2.460936132812499 53.745057470703124,-2.548826708984374 53.745057470703124))
POLYGON ((-2.460936132812499 53.613221679687499,-2.460936132812499 53.789002734374996,-2.109373828125 53.789002734374996,-2.109373828125 53.613221679687499,-2.460936132812499 53.613221679687499))
POLYGON ((-2.109373828125 53.43744062499999,-2.109373828125 53.613221679687499,-1.7578115234375 53.613221679687499,-1.7578115234375 53.43744062499999,-2.109373828125 53.43744062499999))
POLYGON ((-1.7578115234375 53.43744062499999,-1.7578115234375 53.613221679687499,-1.40624921875 53.613221679687499,-1.40624921875 53.43744062499999,-1.7578115234375 53.43744062499999))
POLYGON ((-2.109373828125 53.613221679687499,-2.109373828125 53.789002734374996,-1.7578115234375 53.789002734374996,-1.7578115234375 53.613221679687499,-2.109373828125 53.613221679687499))
POLYGON ((-1.7578115234375 53.613221679687499,-1.7578115234375 53.701112207031244,-1.58203037109375 53.701112207031244,-1.58203037109375 53.613221679687499,-1.7578115234375 53.613221679687499))
POLYGON ((-1.58203037109375 53.613221679687499,-1.58203037109375 53.701112207031244,-1.40624921875 53.701112207031244,-1.40624921875 53.613221679687499,-1.58203037109375 53.613221679687499))
POLYGON ((-1.7578115234375 53.701112207031244,-1.7578115234375 53.789002734374996,-1.58203037109375 53.789002734374996,-1.58203037109375 53.701112207031244,-1.7578115234375 53.701112207031244))
POLYGON ((-1.58203037109375 53.701112207031244,-1.58203037109375 53.789002734374996,-1.40624921875 53.789002734374996,-1.40624921875 53.701112207031244,-1.58203037109375 53.701112207031244))
POLYGON ((-2.8124984375 53.789002734374996,-2.8124984375 54.140564843749978,-2.109373828125 54.140564843749978,-2.109373828125 53.789002734374996,-2.8124984375 53.789002734374996))
POLYGON ((-2.109373828125 53.789002734374996,-2.109373828125 53.964783789062487,-1.7578115234375 53.964783789062487,-1.7578115234375 53.789002734374996,-2.109373828125 53.789002734374996))
POLYGON ((-1.7578115234375 53.789002734374996,-1.7578115234375 53.876893261718735,-1.58203037109375 53.876893261718735,-1.58203037109375 53.789002734374996,-1.7578115234375 53.789002734374996))
POLYGON ((-1.58203037109375 53.789002734374996,-1.58203037109375 53.876893261718735,-1.40624921875 53.876893261718735,-1.40624921875 53.789002734374996,-1.58203037109375 53.789002734374996))
POLYGON ((-1.7578115234375 53.876893261718735,-1.7578115234375 53.964783789062487,-1.58203037109375 53.964783789062487,-1.58203037109375 53.876893261718735,-1.7578115234375 53.876893261718735))
POLYGON ((-1.58203037109375 53.876893261718735,-1.58203037109375 53.964783789062487,-1.40624921875 53.964783789062487,-1.40624921875 53.876893261718735,-1.58203037109375 53.876893261718735))
POLYGON ((-2.109373828125 53.964783789062487,-2.109373828125 54.140564843749978,-1.7578115234375 54.140564843749978,-1.7578115234375 53.964783789062487,-2.109373828125 53.964783789062487))
POLYGON ((-1.7578115234375 53.964783789062487,-1.7578115234375 54.140564843749978,-1.40624921875 54.140564843749978,-1.40624921875 53.964783789062487,-1.7578115234375 53.964783789062487))
POLYGON ((-1.40624921875 53.43744062499999,-1.40624921875 53.613221679687491,-1.0546869140625 53.613221679687491,-1.0546869140625 53.43744062499999,-1.40624921875 53.43744062499999))
POLYGON ((-1.0546869140625 53.43744062499999,-1.0546869140625 53.613221679687491,-0.703124609375 53.613221679687491,-0.703124609375 53.43744062499999,-1.0546869140625 53.43744062499999))
POLYGON ((-1.40624921875 53.613221679687491,-1.40624921875 53.789002734374996,-1.0546869140625 53.789002734374996,-1.0546869140625 53.613221679687491,-1.40624921875 53.613221679687491))
POLYGON ((-1.0546869140625 53.613221679687491,-1.0546869140625 53.789002734374996,-0.703124609375 53.789002734374996,-0.703124609375 53.613221679687491,-1.0546869140625 53.613221679687491))
POLYGON ((-0.703124609375 53.43744062499999,-0.703124609375 53.613221679687506,-0.3515623046875 53.613221679687506,-0.3515623046875 53.43744062499999,-0.703124609375 53.43744062499999))
POLYGON ((-0.3515623046875 53.43744062499999,-0.3515623046875 53.525331152343746,-0.17578115234375 53.525331152343746,-0.17578115234375 53.43744062499999,-0.3515623046875 53.43744062499999))
POLYGON ((-0.17578115234375 53.43744062499999,-0.17578115234375 53.525331152343746,-0.0 53.525331152343746,-0.0 53.43744062499999,-0.17578115234375 53.43744062499999))
POLYGON ((-0.3515623046875 53.525331152343746,-0.3515623046875 53.613221679687506,-0.17578115234375 53.613221679687506,-0.17578115234375 53.525331152343746,-0.3515623046875 53.525331152343746))
POLYGON ((-0.17578115234375 53.525331152343746,-0.17578115234375 53.569276416015626,-0.087890576171875 53.569276416015626,-0.087890576171875 53.525331152343746,-0.17578115234375 53.525331152343746))
POLYGON ((-0.087890576171875 53.525331152343746,-0.087890576171875 53.569276416015626,-0.0 53.569276416015626,-0.0 53.525331152343746,-0.087890576171875 53.525331152343746))
POLYGON ((-0.17578115234375 53.569276416015626,-0.17578115234375 53.613221679687506,-0.087890576171875 53.613221679687506,-0.087890576171875 53.569276416015626,-0.17578115234375 53.569276416015626))
POLYGON ((-0.087890576171875 53.569276416015626,-0.087890576171875 53.613221679687506,-0.0 53.613221679687506,-0.0 53.569276416015626,-0.087890576171875 53.569276416015626))
POLYGON ((-0.703124609375 53.613221679687506,-0.703124609375 53.789002734374996,-0.3515623046875 53.789002734374996,-0.3515623046875 53.613221679687506,-0.703124609375 53.613221679687506))
POLYGON ((-0.3515623046875 53.613221679687506,-0.3515623046875 53.701112207031258,-0.17578115234375 53.701112207031258,-0.17578115234375 53.613221679687506,-0.3515623046875 53.613221679687506))
POLYGON ((-0.17578115234375 53.613221679687506,-0.17578115234375 53.701112207031258,-0.0 53.701112207031258,-0.0 53.613221679687506,-0.17578115234375 53.613221679687506))
POLYGON ((-0.3515623046875 53.701112207031258,-0.3515623046875 53.789002734374996,-0.17578115234375 53.789002734374996,-0.17578115234375 53.701112207031258,-0.3515623046875 53.701112207031258))
POLYGON ((-0.17578115234375 53.701112207031258,-0.17578115234375 53.789002734374996,-0.0 53.789002734374996,-0.0 53.701112207031258,-0.17578115234375 53.701112207031258))
POLYGON ((-1.40624921875 53.789002734374996,-1.40624921875 53.876893261718735,-1.23046806640625 53.876893261718735,-1.23046806640625 53.789002734374996,-1.40624921875 53.789002734374996))
POLYGON ((-1.23046806640625 53.789002734374996,-1.23046806640625 53.876893261718735,-1.0546869140625 53.876893261718735,-1.0546869140625 53.789002734374996,-1.23046806640625 53.789002734374996))
POLYGON ((-1.40624921875 53.876893261718735,-1.40624921875 53.964783789062487,-1.23046806640625 53.964783789062487,-1.23046806640625 53.876893261718735,-1.40624921875 53.876893261718735))
POLYGON ((-1.23046806640625 53.876893261718735,-1.23046806640625 53.920838525390614,-1.142577490234375 53.920838525390614,-1.142577490234375 53.876893261718735,-1.23046806640625 53.876893261718735))
POLYGON ((-1.142577490234375 53.876893261718735,-1.142577490234375 53.920838525390614,-1.0546869140625 53.920838525390614,-1.0546869140625 53.876893261718735,-1.142577490234375 53.876893261718735))
POLYGON ((-1.23046806640625 53.920838525390614,-1.23046806640625 53.964783789062487,-1.142577490234375 53.964783789062487,-1.142577490234375 53.920838525390614,-1.23046806640625 53.920838525390614))
POLYGON ((-1.142577490234375 53.920838525390614,-1.142577490234375 53.942811157226544,-1.098632202148437 53.942811157226544,-1.098632202148437 53.920838525390614,-1.142577490234375 53.920838525390614))
POLYGON ((-1.098632202148437 53.920838525390614,-1.098632202148437 53.942811157226544,-1.0546869140625 53.942811157226544,-1.0546869140625 53.920838525390614,-1.098632202148437 53.920838525390614))
POLYGON ((-1.142577490234375 53.942811157226544,-1.142577490234375 53.964783789062487,-1.098632202148437 53.964783789062487,-1.098632202148437 53.942811157226544,-1.142577490234375 53.942811157226544))
POLYGON ((-1.098632202148437 53.942811157226544,-1.098632202148437 53.964783789062487,-1.0546869140625 53.964783789062487,-1.0546869140625 53.942811157226544,-1.098632202148437 53.942811157226544))
POLYGON ((-1.0546869140625 53.789002734374996,-1.0546869140625 53.964783789062487,-0.703124609375 53.964783789062487,-0.703124609375 53.789002734374996,-1.0546869140625 53.789002734374996))
POLYGON ((-1.40624921875 53.964783789062487,-1.40624921875 54.052674316406225,-1.23046806640625 54.052674316406225,-1.23046806640625 53.964783789062487,-1.40624921875 53.964783789062487))
POLYGON ((-1.23046806640625 53.964783789062487,-1.23046806640625 54.00872905273436,-1.142577490234375 54.00872905273436,-1.142577490234375 53.964783789062487,-1.23046806640625 53.964783789062487))
POLYGON ((-1.142577490234375 53.964783789062487,-1.142577490234375 54.00872905273436,-1.0546869140625 54.00872905273436,-1.0546869140625 53.964783789062487,-1.142577490234375 53.964783789062487))
POLYGON ((-1.23046806640625 54.00872905273436,-1.23046806640625 54.052674316406225,-1.142577490234375 54.052674316406225,-1.142577490234375 54.00872905273436,-1.23046806640625 54.00872905273436))
POLYGON ((-1.142577490234375 54.00872905273436,-1.142577490234375 54.052674316406225,-1.0546869140625 54.052674316406225,-1.0546869140625 54.00872905273436,-1.142577490234375 54.00872905273436))
POLYGON ((-1.40624921875 54.052674316406225,-1.40624921875 54.140564843749978,-1.23046806640625 54.140564843749978,-1.23046806640625 54.052674316406225,-1.40624921875 54.052674316406225))
POLYGON ((-1.23046806640625 54.052674316406225,-1.23046806640625 54.140564843749978,-1.0546869140625 54.140564843749978,-1.0546869140625 54.052674316406225,-1.23046806640625 54.052674316406225))
POLYGON ((-1.0546869140625 53.964783789062487,-1.0546869140625 54.140564843749978,-0.703124609375 54.140564843749978,-0.703124609375 53.964783789062487,-1.0546869140625 53.964783789062487))
POLYGON ((-0.703124609375 53.789002734374996,-0.703124609375 54.140564843749978,-0.0 54.140564843749978,-0.0 53.789002734374996,-0.703124609375 53.789002734374996))
POLYGON ((-2.8124984375 54.140564843749978,-2.8124984375 54.492126953124981,-2.109373828125 54.492126953124981,-2.109373828125 54.140564843749978,-2.8124984375 54.140564843749978))
POLYGON ((-2.109373828125 54.140564843749978,-2.109373828125 54.492126953124981,-1.40624921875 54.492126953124981,-1.40624921875 54.140564843749978,-2.109373828125 54.140564843749978))
POLYGON ((-2.8124984375 54.492126953124981,-2.8124984375 54.843689062499983,-2.109373828125 54.843689062499983,-2.109373828125 54.492126953124981,-2.8124984375 54.492126953124981))
POLYGON ((-2.109373828125 54.492126953124981,-2.109373828125 54.843689062499983,-1.40624921875 54.843689062499983,-1.40624921875 54.492126953124981,-2.109373828125 54.492126953124981))
POLYGON ((-1.40624921875 54.140564843749978,-1.40624921875 54.492126953124981,-0.703124609375 54.492126953124981,-0.703124609375 54.140564843749978,-1.40624921875 54.140564843749978))
POLYGON ((-0.703124609375 54.140564843749978,-0.703124609375 54.492126953124981,-0.0 54.492126953124981,-0.0 54.140564843749978,-0.703124609375 54.140564843749978))
POLYGON ((-1.40624921875 54.492126953124981,-1.40624921875 54.536072216796853,-1.318358642578125 54.536072216796853,-1.318358642578125 54.492126953124981,-1.40624921875 54.492126953124981))
POLYGON ((-1.318358642578125 54.492126953124981,-1.318358642578125 54.536072216796853,-1.23046806640625 54.536072216796853,-1.23046806640625 54.492126953124981,-1.318358642578125 54.492126953124981))
POLYGON ((-1.40624921875 54.536072216796853,-1.40624921875 54.580017480468726,-1.318358642578125 54.580017480468726,-1.318358642578125 54.536072216796853,-1.40624921875 54.536072216796853))
POLYGON ((-1.318358642578125 54.536072216796853,-1.318358642578125 54.580017480468726,-1.23046806640625 54.580017480468726,-1.23046806640625 54.536072216796853,-1.318358642578125 54.536072216796853))
POLYGON ((-1.23046806640625 54.492126953124981,-1.23046806640625 54.580017480468726,-1.0546869140625 54.580017480468726,-1.0546869140625 54.492126953124981,-1.23046806640625 54.492126953124981))
POLYGON ((-1.40624921875 54.580017480468726,-1.40624921875 54.667908007812485,-1.23046806640625 54.667908007812485,-1.23046806640625 54.580017480468726,-1.40624921875 54.580017480468726))
POLYGON ((-1.23046806640625 54.580017480468726,-1.23046806640625 54.667908007812485,-1.0546869140625 54.667908007812485,-1.0546869140625 54.580017480468726,-1.23046806640625 54.580017480468726))
POLYGON ((-1.0546869140625 54.492126953124981,-1.0546869140625 54.667908007812485,-0.703124609375 54.667908007812485,-0.703124609375 54.492126953124981,-1.0546869140625 54.492126953124981))
POLYGON ((-1.40624921875 54.667908007812485,-1.40624921875 54.843689062499983,-1.0546869140625 54.843689062499983,-1.0546869140625 54.667908007812485,-1.40624921875 54.667908007812485))
POLYGON ((-1.0546869140625 54.667908007812485,-1.0546869140625 54.843689062499983,-0.703124609375 54.843689062499983,-0.703124609375 54.667908007812485,-1.0546869140625 54.667908007812485))
POLYGON ((-0.703124609375 54.492126953124981,-0.703124609375 54.843689062499983,-0.0 54.843689062499983,-0.0 54.492126953124981,-0.703124609375 54.492126953124981))
POLYGON ((-5.624996875 54.843689062499983,-5.624996875 55.546813281249989,-4.21874765625 55.546813281249989,-4.21874765625 54.843689062499983,-5.624996875 54.843689062499983))
POLYGON ((-4.21874765625 54.843689062499983,-4.21874765625 55.195251171874986,-3.515623046874999 55.195251171874986,-3.515623046874999 54.843689062499983,-4.21874765625 54.843689062499983))
POLYGON ((-3.515623046874999 54.843689062499983,-3.515623046874999 55.195251171874986,-2.8124984375 55.195251171874986,-2.8124984375 54.843689062499983,-3.515623046874999 54.843689062499983))
POLYGON ((-4.21874765625 55.195251171874986,-4.21874765625 55.546813281249989,-3.515623046874999 55.546813281249989,-3.515623046874999 55.195251171874986,-4.21874765625 55.195251171874986))
POLYGON ((-3.515623046874999 55.195251171874986,-3.515623046874999 55.546813281249989,-2.8124984375 55.546813281249989,-2.8124984375 55.195251171874986,-3.515623046874999 55.195251171874986))
POLYGON ((-5.624996875 55.546813281249989,-5.624996875 55.898375390624992,-4.921872265624999 55.898375390624992,-4.921872265624999 55.546813281249989,-5.624996875 55.546813281249989))
POLYGON ((-4.921872265624999 55.546813281249989,-4.921872265624999 55.722594335937494,-4.570309960937499 55.722594335937494,-4.570309960937499 55.546813281249989,-4.921872265624999 55.546813281249989))
POLYGON ((-4.570309960937499 55.546813281249989,-4.570309960937499 55.722594335937494,-4.21874765625 55.722594335937494,-4.21874765625 55.546813281249989,-4.570309960937499 55.546813281249989))
POLYGON ((-4.921872265624999 55.722594335937494,-4.921872265624999 55.898375390624992,-4.570309960937499 55.898375390624992,-4.570309960937499 55.722594335937494,-4.921872265624999 55.722594335937494))
